Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727791121	2727791121	0.00138933333333333	3.126e-04	11	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791121/Ramlibacter_MAG/2727791121_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791121/Ramlibacter_MAG/2727791121_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793349	2727793349	0.0014429203539823	3.261e-04	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793349/Ramlibacter_MAG/2727793349_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793349/Ramlibacter_MAG/2727793349_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793265	2727793265	0.0014488986784141	3.289e-04	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793265/Ramlibacter_MAG/2727793265_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793265/Ramlibacter_MAG/2727793265_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793676	2727793676	0.00153333333333333	3.496e-04	16	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793676/Ramlibacter_MAG/2727793676_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793676/Ramlibacter_MAG/2727793676_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792191	2727792191	0.00155458515283843	3.560e-04	13	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792191/Ramlibacter_MAG/2727792191_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792191/Ramlibacter_MAG/2727792191_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793645	2727793645	0.00160347826086957	3.688e-04	16	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793645/Ramlibacter_MAG/2727793645_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793645/Ramlibacter_MAG/2727793645_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794205	2727794205	0.00165714285714286	3.828e-04	14	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794205/Ramlibacter_MAG/2727794205_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794205/Ramlibacter_MAG/2727794205_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793335	2727793335	0.00166336206896552	3.859e-04	6	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793335/Ramlibacter_MAG/2727793335_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793335/Ramlibacter_MAG/2727793335_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792529	2727792529	0.00167639484978541	3.906e-04	16	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792529/Ramlibacter_MAG/2727792529_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792529/Ramlibacter_MAG/2727792529_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793704	2727793704	0.00172393162393162	4.034e-04	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793704/Ramlibacter_MAG/2727793704_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793704/Ramlibacter_MAG/2727793704_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793496	2727793496	0.00173957446808511	4.088e-04	16	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793496/Ramlibacter_MAG/2727793496_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793496/Ramlibacter_MAG/2727793496_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793694	2727793694	0.00178516949152542	4.213e-04	19	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793694/Ramlibacter_MAG/2727793694_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793694/Ramlibacter_MAG/2727793694_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792538	2727792538	0.00200126582278481	4.743e-04	14	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792538/Ramlibacter_MAG/2727792538_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792538/Ramlibacter_MAG/2727792538_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793226	2727793226	0.00202983193277311	4.831e-04	11	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793226/Ramlibacter_MAG/2727793226_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793226/Ramlibacter_MAG/2727793226_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791421	2727791421	0.00203807531380753	4.871e-04	20	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791421/Ramlibacter_MAG/2727791421_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791421/Ramlibacter_MAG/2727791421_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791072	2727791072	0.0021448132780083	5.168e-04	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791072/Ramlibacter_MAG/2727791072_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791072/Ramlibacter_MAG/2727791072_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794089	2727794089	0.0021448132780083	5.169e-04	13	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794089/Ramlibacter_MAG/2727794089_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794089/Ramlibacter_MAG/2727794089_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792631	2727792631	0.00215578512396694	5.217e-04	15	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792631/Ramlibacter_MAG/2727792631_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792631/Ramlibacter_MAG/2727792631_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790915	2727790915	0.00221522633744856	5.383e-04	15	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790915/Ramlibacter_MAG/2727790915_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790915/Ramlibacter_MAG/2727790915_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793724	2727793724	0.00226270491803279	5.521e-04	15	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793724/Ramlibacter_MAG/2727793724_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793724/Ramlibacter_MAG/2727793724_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793091	2727793091	0.0023734693877551	5.815e-04	19	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793091/Ramlibacter_MAG/2727793091_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793091/Ramlibacter_MAG/2727793091_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792325	2727792325	0.00237804878048781	5.850e-04	13	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792325/Ramlibacter_MAG/2727792325_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792325/Ramlibacter_MAG/2727792325_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792910	2727792910	0.00244817813765182	6.047e-04	16	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792910/Ramlibacter_MAG/2727792910_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792910/Ramlibacter_MAG/2727792910_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793037	2727793037	0.00246827309236948	6.132e-04	13	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793037/Ramlibacter_MAG/2727793037_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793037/Ramlibacter_MAG/2727793037_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792017	2727792017	0.00246827309236948	6.146e-04	16	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792017/Ramlibacter_MAG/2727792017_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792017/Ramlibacter_MAG/2727792017_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790827	2727790827	0.0027764	6.941e-04	17	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790827/Ramlibacter_MAG/2727790827_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790827/Ramlibacter_MAG/2727790827_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791093	2727791093	0.00294603174603175	7.408e-04	5	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791093/Ramlibacter_MAG/2727791093_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791093/Ramlibacter_MAG/2727791093_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792522	2727792522	0.00294603174603175	7.424e-04	11	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792522/Ramlibacter_MAG/2727792522_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792522/Ramlibacter_MAG/2727792522_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792600	2727792600	0.00297588932806324	7.529e-04	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792600/Ramlibacter_MAG/2727792600_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792600/Ramlibacter_MAG/2727792600_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794354	2727794354	0.0030244094488189	7.682e-04	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794354/Ramlibacter_MAG/2727794354_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794354/Ramlibacter_MAG/2727794354_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791097	2727791097	0.00310549019607843	7.919e-04	14	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791097/Ramlibacter_MAG/2727791097_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791097/Ramlibacter_MAG/2727791097_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792115	2727792115	0.00320817120622568	8.221e-04	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792115/Ramlibacter_MAG/2727792115_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792115/Ramlibacter_MAG/2727792115_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792314	2727792314	0.00320817120622568	8.245e-04	15	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792314/Ramlibacter_MAG/2727792314_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792314/Ramlibacter_MAG/2727792314_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793329	2727793329	0.00321937984496124	8.306e-04	7	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793329/Ramlibacter_MAG/2727793329_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793329/Ramlibacter_MAG/2727793329_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791955	2727791955	0.00322972972972973	8.365e-04	6	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791955/Ramlibacter_MAG/2727791955_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791955/Ramlibacter_MAG/2727791955_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793446	2727793446	0.00323307692307692	8.406e-04	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793446/Ramlibacter_MAG/2727793446_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793446/Ramlibacter_MAG/2727793446_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792299	2727792299	0.00337088122605364	8.798e-04	20	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792299/Ramlibacter_MAG/2727792299_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792299/Ramlibacter_MAG/2727792299_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791423	2727791423	0.00337328244274809	8.838e-04	20	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791423/Ramlibacter_MAG/2727791423_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791423/Ramlibacter_MAG/2727791423_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792233	2727792233	0.00353522727272727	9.322e-04	13	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792233/Ramlibacter_MAG/2727792233_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792233/Ramlibacter_MAG/2727792233_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793108	2727793108	0.00353522727272727	9.333e-04	7	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793108/Ramlibacter_MAG/2727793108_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793108/Ramlibacter_MAG/2727793108_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790900	2727790900	0.00354603773584906	9.397e-04	10	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790900/Ramlibacter_MAG/2727790900_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790900/Ramlibacter_MAG/2727790900_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791696	2727791696	0.00391011235955056	1.042e-03	18	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791696/Ramlibacter_MAG/2727791696_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791696/Ramlibacter_MAG/2727791696_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
